2019-11-22 20:06:28.449 [main] INFO  com.visionvera.RemoteserviceApplication - Starting RemoteserviceApplication on fanlijuandeMacBook-Pro.local with PID 48956 (/Users/ljfan/remoteservice/target/classes started by ljfan in /Users/ljfan/remoteservice)
2019-11-22 20:18:24.203 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:18:29.828 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:18:32.286 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:18:39.209 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:18:39.366 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:18:39.780 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:18:48.260 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:18:49.796 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:18:54.406 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:18:54.529 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:18:59.777 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:19:04.249 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:09.561 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:09.692 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:09.791 [http-nio-8080-exec-2] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:19:19.802 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:19:20.210 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:24.758 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:24.925 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:29.835 [http-nio-8080-exec-7] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:19:36.153 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:39.870 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:19:40.482 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:40.595 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:49.791 [http-nio-8080-exec-3] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:19:52.152 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:55.641 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:55.752 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:19:59.807 [http-nio-8080-exec-8] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:20:08.235 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:09.827 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:20:10.771 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:10.948 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:19.808 [http-nio-8080-exec-2] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:20:24.210 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:25.951 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:26.117 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:29.892 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:20:39.877 [http-nio-8080-exec-8] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:20:40.184 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:41.107 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:41.282 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:49.816 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:20:56.157 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:56.234 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:56.450 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:20:59.847 [http-nio-8080-exec-9] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:21:09.877 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:21:11.379 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:21:12.189 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:21:19.814 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:21:26.978 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:21:28.211 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:21:29.816 [http-nio-8080-exec-2] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:21:39.883 [http-nio-8080-exec-3] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:21:42.103 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:21:44.181 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:21:49.818 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:21:57.292 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:21:59.855 [http-nio-8080-exec-7] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:22:00.160 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:22:09.796 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:22:12.447 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:22:16.133 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:22:19.793 [http-nio-8080-exec-3] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:22:27.705 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:22:29.855 [http-nio-8080-exec-9] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:22:32.210 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:22:39.900 [http-nio-8080-exec-8] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:22:42.835 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:22:48.129 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:22:49.824 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:22:58.324 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:22:59.860 [http-nio-8080-exec-2] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:23:04.263 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:23:09.797 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:23:13.491 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:23:19.796 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:23:20.127 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:23:28.615 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:23:29.840 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:23:36.124 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:23:39.898 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:23:43.974 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:23:49.847 [http-nio-8080-exec-3] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:23:52.123 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:23:59.106 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:23:59.866 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:24:08.150 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:24:09.799 [http-nio-8080-exec-7] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:24:14.363 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:24:19.835 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:24:24.118 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:24:29.563 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:24:29.799 [http-nio-8080-exec-3] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:24:39.906 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:24:40.211 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:24:44.717 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:24:49.839 [http-nio-8080-exec-8] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:24:56.179 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:24:59.869 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:24:59.874 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:25:09.908 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:25:12.113 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:25:15.076 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:25:19.841 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:25:28.135 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:25:29.876 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:25:30.697 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:25:39.911 [http-nio-8080-exec-7] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:25:44.109 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:25:45.850 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:25:49.846 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:25:59.881 [http-nio-8080-exec-2] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:26:00.188 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:26:01.021 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:26:09.897 [http-nio-8080-exec-9] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:26:16.134 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:26:16.140 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:26:19.848 [http-nio-8080-exec-7] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:26:29.827 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:26:31.354 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:26:32.201 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:26:39.919 [http-nio-8080-exec-2] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:26:46.780 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:26:48.214 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:26:49.811 [http-nio-8080-exec-9] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:26:59.886 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:27:01.934 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:27:04.100 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:27:09.921 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:27:17.068 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:27:19.855 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:27:20.161 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:27:29.889 [http-nio-8080-exec-3] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:27:32.244 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:27:36.120 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:27:39.925 [http-nio-8080-exec-8] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:27:47.400 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:27:49.859 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:27:52.093 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:27:59.896 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:28:02.557 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:28:08.092 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:28:09.824 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 20:28:17.711 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 20:28:19.821 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
